GeneSymbol,Chromosome,Start,ReferenceAllele,AlternateAllele,ClinicalSignificance,PhenotypeList,Assembly,Type
BSND,1,54999196,na,na,Pathogenic,Sensorineural deafness with mild renal dysfunction|Hearing impairment|not provided|Bartter disease type 4A,GRCh38,single nucleotide variant
ANTXR1,2,69152193,na,na,risk factor,Capillary infantile hemangioma,GRCh38,single nucleotide variant
CLRN1,3,150928107,na,na,Pathogenic/Likely pathogenic,Usher syndrome type 3|not provided|Hearing impairment|Retinitis pigmentosa|Retinitis pigmentosa 61|Retinitis pigmentosa 61;Usher syndrome type 3A;Retinitis pigmentosa,GRCh38,single nucleotide variant
CLRN1,3,150941656,na,na,Likely pathogenic,Usher syndrome type 3|not provided,GRCh38,single nucleotide variant
CLRN1;CLRN1-AS1,3,150972565,na,na,Pathogenic/Likely pathogenic,Usher syndrome type 3|Retinitis pigmentosa|not provided|Usher syndrome type 3A|not specified|Retinal dystrophy|Retinitis pigmentosa;Usher syndrome type 3A|Retinitis pigmentosa 61;Usher syndrome type 3A|Retinitis pigmentosa 61,GRCh38,single nucleotide variant
CLRN1,3,150928186,na,na,Likely pathogenic,Usher syndrome type 3|Retinitis pigmentosa 61,GRCh38,single nucleotide variant
CLRN1,3,150972520,na,na,Pathogenic,Usher syndrome type 3|Retinitis pigmentosa|Rare genetic deafness|CLRN1-related disorder|Usher syndrome type 3A|not provided|Retinitis pigmentosa 61|Retinitis pigmentosa 61;Usher syndrome type 3A,GRCh38,single nucleotide variant
CLRN1,3,150972591,na,na,Conflicting classifications of pathogenicity,Usher syndrome type 3|not provided|Usher syndrome type 3A|Usher syndrome|CLRN1-related disorder|Retinal dystrophy|Retinitis pigmentosa 61|Retinitis pigmentosa 61;Usher syndrome type 3A,GRCh38,single nucleotide variant
APOA5,11,116790676,na,na,Conflicting classifications of pathogenicity,Hypertriglyceridemia 1|Cardiovascular phenotype|not provided|not specified,GRCh38,single nucleotide variant
APOA5,11,116791691,na,na,Benign/Likely benign,Hypertriglyceridemia 1|Cardiovascular phenotype|Familial type 5 hyperlipoproteinemia;Hypertriglyceridemia 1|not provided|not specified,GRCh38,single nucleotide variant
APOA5,11,116790814,na,na,Pathogenic,Familial type 5 hyperlipoproteinemia,GRCh38,single nucleotide variant
ALS2,2,201754672,na,na,Pathogenic,Infantile-onset ascending hereditary spastic paralysis,GRCh38,single nucleotide variant
ALS2,2,201726854,na,na,Pathogenic,Infantile-onset ascending hereditary spastic paralysis,GRCh38,single nucleotide variant
ALS2,2,201761524,na,na,Likely pathogenic,Infantile-onset ascending hereditary spastic paralysis|not provided,GRCh38,single nucleotide variant
ALS2,2,201726868,na,na,Pathogenic,Juvenile primary lateral sclerosis,GRCh38,single nucleotide variant
ALS2,2,201744285,na,na,Pathogenic,Infantile-onset ascending hereditary spastic paralysis,GRCh38,single nucleotide variant
ESPN,1,6451926,na,na,Pathogenic,"Deafness, without vestibular involvement, autosomal dominant",GRCh38,single nucleotide variant
ESPN,1,6452001,na,na,Uncertain significance,"Deafness, without vestibular involvement, autosomal dominant|not provided|Autosomal recessive nonsyndromic hearing loss 36;Usher syndrome, type 1M",GRCh38,single nucleotide variant
ESPN,1,6452092,na,na,Pathogenic,"Deafness, without vestibular involvement, autosomal dominant",GRCh38,single nucleotide variant
APTX,9,32984784,na,na,Pathogenic,"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia",GRCh38,single nucleotide variant
APTX,9,32974544,na,na,Pathogenic,"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia",GRCh38,single nucleotide variant
APTX,9,32984799,na,na,Pathogenic,"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia",GRCh38,single nucleotide variant
APTX,9,32973653,na,na,Pathogenic,"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia",GRCh38,single nucleotide variant
APTX,9,32974495,na,na,Pathogenic,"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia|not provided|Inborn genetic diseases|APTX-related disorder",GRCh38,single nucleotide variant
APTX,9,32984733,na,na,Likely pathogenic,"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia",GRCh38,single nucleotide variant
PSTPIP1,15,77032304,na,na,Pathogenic,Pyogenic arthritis-pyoderma gangrenosum-acne syndrome,GRCh38,single nucleotide variant
PSTPIP1,15,77031225,na,na,Pathogenic,Pyogenic arthritis-pyoderma gangrenosum-acne syndrome|not provided|PSTPIP1-related disorder,GRCh38,single nucleotide variant
SIX6,14,60509891,na,na,Uncertain significance,Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,GRCh38,single nucleotide variant
EIF2B3,1,44881722,na,na,Pathogenic/Likely pathogenic,not provided|Leukoencephalopathy with vanishing white matter 3,GRCh38,single nucleotide variant
EIF2B3,1,44978349,na,na,Pathogenic,Vanishing white matter disease|not provided|EIF2B3-related disorder|Leukoencephalopathy with vanishing white matter 3,GRCh38,single nucleotide variant
EIF2B3,1,44875634,na,na,Pathogenic,Vanishing white matter disease|Leukoencephalopathy with vanishing white matter 3|not provided,GRCh38,single nucleotide variant
CTNS,17,3655055,na,na,Pathogenic,Nephropathic cystinosis,GRCh38,single nucleotide variant
CTNS,17,3655305,na,na,Pathogenic,Nephropathic cystinosis|not provided|Nephropathic cystinosis;Ocular cystinosis;Juvenile nephropathic cystinosis|Inborn genetic diseases;Ocular cystinosis;Juvenile nephropathic cystinosis|Cystinosis|CTNS-related disorder,GRCh38,single nucleotide variant
CTNS,17,3656531,na,na,Likely pathogenic,Nephropathic cystinosis|Ocular cystinosis;Juvenile nephropathic cystinosis;Inborn genetic diseases,GRCh38,single nucleotide variant
CTNS,17,3647506,na,na,Benign/Likely benign,"Cystinosis, atypical nephropathic|Ocular cystinosis|Nephropathic cystinosis|not provided|not specified|Inborn genetic diseases;Ocular cystinosis;Juvenile nephropathic cystinosis|CTNS-related disorder|Cystinosis",GRCh38,single nucleotide variant
CTNS,17,3659855,na,na,Pathogenic,Ocular cystinosis,GRCh38,single nucleotide variant
CTNS,17,3656703,na,na,Pathogenic/Likely pathogenic,Ocular cystinosis|Nephropathic cystinosis|not provided|Inborn genetic diseases;Juvenile nephropathic cystinosis;Ocular cystinosis|Nephropathic cystinosis;Juvenile nephropathic cystinosis;Ocular cystinosis|Cystinosis,GRCh38,single nucleotide variant
CTNS,17,3636418,na,na,Pathogenic,Ocular cystinosis,GRCh38,single nucleotide variant
CTNS,17,3660280,na,na,Pathogenic,Nephropathic cystinosis|not provided|Ocular cystinosis;Juvenile nephropathic cystinosis;Nephropathic cystinosis|Ocular cystinosis;Juvenile nephropathic cystinosis;Inborn genetic diseases|CTNS-related disorder|Cystinosis,GRCh38,single nucleotide variant
CTNS,17,3659974,na,na,Pathogenic,Juvenile nephropathic cystinosis|Ocular cystinosis;Juvenile nephropathic cystinosis;Inborn genetic diseases|Nephropathic cystinosis,GRCh38,single nucleotide variant
CTNS,17,3655101,na,na,Pathogenic,"Cystinosis, atypical nephropathic",GRCh38,single nucleotide variant
CTNS,17,3655307,na,na,Pathogenic/Likely pathogenic,"Juvenile nephropathic cystinosis|Cystinosis, atypical nephropathic|Nephropathic cystinosis|Inborn genetic diseases;Ocular cystinosis;Juvenile nephropathic cystinosis|not provided|Nephropathic cystinosis;Ocular cystinosis;Juvenile nephropathic cystinosis|Cystinosis",GRCh38,single nucleotide variant
WNT10A,2,218890304,na,na,Pathogenic,"Odonto-onycho-dermal dysplasia|Tooth agenesis, selective, 4;Odonto-onycho-dermal dysplasia",GRCh38,single nucleotide variant
WNT10A,2,218882368,na,na,Pathogenic,"Odonto-onycho-dermal dysplasia|SchC6pf-Schulz-Passarge syndrome|Tooth agenesis, selective, 4|Inborn genetic diseases|not provided|Tooth agenesis, selective, 4;SchC6pf-Schulz-Passarge syndrome;Odonto-onycho-dermal dysplasia|Tooth agenesis, selective, 4;Odonto-onycho-dermal dysplasia|WNT10A-related disorder|Ectodermal dysplasia|not specified",GRCh38,single nucleotide variant
WNT10A,2,218890289,na,na,Conflicting classifications of pathogenicity,"Odonto-onycho-dermal dysplasia|Inborn genetic diseases|Hypohidrotic ectodermal dysplasia|Tooth agenesis, selective, 4|not provided|Tooth agenesis, selective, 4;Odonto-onycho-dermal dysplasia|Tooth agenesis|Ectodermal dysplasia|Tooth agenesis, selective, 4;SchC6pf-Schulz-Passarge syndrome;Odonto-onycho-dermal dysplasia|Tooth agenesis, selective, 4;SchC6pf-Schulz-Passarge syndrome|Ectodermal dysplasia WNT10A related|WNT10A-related disorder|See cases",GRCh38,single nucleotide variant
WNT10A,2,218889990,na,na,Pathogenic/Likely pathogenic,"Odonto-onycho-dermal dysplasia|Tooth agenesis, selective, 4|not provided|Tooth agenesis, selective, 4;Odonto-onycho-dermal dysplasia|SchC6pf-Schulz-Passarge syndrome;Tooth agenesis, selective, 4;Odonto-onycho-dermal dysplasia",GRCh38,single nucleotide variant
WNT10A,2,218893145,na,na,Pathogenic,"Odonto-onycho-dermal dysplasia|Tooth agenesis, selective, 4;Odonto-onycho-dermal dysplasia",GRCh38,single nucleotide variant
WNT10A,2,218881022,na,na,Pathogenic,Odonto-onycho-dermal dysplasia,GRCh38,single nucleotide variant
CLEC7A,12,10118488,na,na,Benign/Likely benign,"Familial chronic mucocutaneous candidiasis|Aspergillosis, susceptibility to|not specified|Aspergillosis, susceptibility to;Familial chronic mucocutaneous candidiasis|CLEC7A-related disorder|not provided",GRCh38,single nucleotide variant
TIRAP,11,126292948,na,na,Benign,"Invasive pneumococcal disease, protection against|Malaria, resistance to|Mycobacterium tuberculosis, protection against|Bacteremia, susceptibility|not provided|not specified|Malaria, susceptibility to;Mycobacterium tuberculosis, susceptibility to;Bacteremia, susceptibility to, 1",GRCh38,single nucleotide variant
DICER1,14,95096172,na,na,Likely pathogenic,Pleuropulmonary blastoma|DICER1-related tumor predisposition,GRCh38,single nucleotide variant
DICER1,14,95117624,na,na,Pathogenic,Pleuropulmonary blastoma|Hereditary cancer-predisposing syndrome|DICER1-related tumor predisposition|not provided,GRCh38,single nucleotide variant
DICER1,14,95106198,na,na,Pathogenic,Pleuropulmonary blastoma|DICER1-related tumor predisposition|Hereditary cancer-predisposing syndrome|not provided,GRCh38,single nucleotide variant
DICER1,14,95116575,na,na,Pathogenic,Pleuropulmonary blastoma|DICER1-related tumor predisposition|not provided|Hereditary cancer-predisposing syndrome,GRCh38,single nucleotide variant
MFRP,11,119345538,na,na,Pathogenic,Nanophthalmos 2|not provided|Isolated microphthalmia 5,GRCh38,single nucleotide variant
MFRP,11,119345516,na,na,Pathogenic,Nanophthalmos 2,GRCh38,single nucleotide variant
NT5C3A,7,33021317,na,na,Pathogenic/Likely pathogenic,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency|not provided,GRCh38,single nucleotide variant
NT5C3A,7,33017501,na,na,Pathogenic,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,GRCh38,single nucleotide variant
NT5C3A,7,33015871,na,na,Pathogenic,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,GRCh38,single nucleotide variant
NT5C3A,7,33017487,na,na,Pathogenic,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,GRCh38,single nucleotide variant
NT5C3A,7,33015871,na,na,Pathogenic,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,GRCh38,single nucleotide variant
NT5C3A,7,33017461,na,na,Pathogenic,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,GRCh38,single nucleotide variant
NT5C3A,7,33015741,na,na,Pathogenic,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,GRCh38,single nucleotide variant
SELENON,1,25809096,na,na,Pathogenic,Eichsfeld type congenital muscular dystrophy,GRCh38,single nucleotide variant
SELENON,1,25812790,na,na,Pathogenic,Eichsfeld type congenital muscular dystrophy,GRCh38,single nucleotide variant
SELENON,1,25800231,na,na,Pathogenic/Likely pathogenic,Eichsfeld type congenital muscular dystrophy|not provided|Congenital myopathy with fiber type disproportion|Congenital myopathy with fiber type disproportion;Eichsfeld type congenital muscular dystrophy,GRCh38,single nucleotide variant
SELENON,1,25813890,na,na,Pathogenic/Likely pathogenic,Eichsfeld type congenital muscular dystrophy|not provided|SEPN1-related disorder|Muscular dystrophy,GRCh38,single nucleotide variant
SELENON,1,25812763,na,na,Likely pathogenic,Eichsfeld type congenital muscular dystrophy,GRCh38,single nucleotide variant
SELENON,1,25812789,na,na,Pathogenic,Eichsfeld type congenital muscular dystrophy,GRCh38,single nucleotide variant
SELENON,1,25809753,na,na,Pathogenic/Likely pathogenic,"Congenital myopathy with fiber type disproportion|Eichsfeld type congenital muscular dystrophy|not provided|Congenital myopathy with fiber type disproportion;Eichsfeld type congenital muscular dystrophy|SEPN1-related disorder|Congenital myopathy 4A, autosomal dominant;Eichsfeld type congenital muscular dystrophy|SELENON-related myopathy",GRCh38,single nucleotide variant
SLC45A2,5,33964017,na,na,Pathogenic,Oculocutaneous albinism type 4,GRCh38,single nucleotide variant
SLC45A2,5,33951628,na,na,Conflicting classifications of pathogenicity,"Oculocutaneous albinism type 4|not provided|SLC45A2-related disorder|SKIN/HAIR/EYE PIGMENTATION 5, BLACK/NONBLACK HAIR;Oculocutaneous albinism type 4",GRCh38,single nucleotide variant
SLC45A2,5,33944784,na,na,Conflicting classifications of pathogenicity,Oculocutaneous albinism type 4|not provided|not specified,GRCh38,single nucleotide variant
SLC45A2,5,33982329,na,na,Pathogenic,Oculocutaneous albinism type 4|not provided,GRCh38,single nucleotide variant
SLC45A2,5,33963765,na,na,Benign/Likely benign,"SKIN/HAIR/EYE PIGMENTATION 5, BLACK/NONBLACK HAIR|not provided|Oculocutaneous albinism type 4|SLC45A2-related disorder",GRCh38,single nucleotide variant
SLC45A2,5,33951588,na,na,Benign,"SKIN/HAIR/EYE PIGMENTATION 5, BLACK/NONBLACK HAIR|Malignant melanoma of skin|not provided",GRCh38,single nucleotide variant
WFS1,4,6301966,na,na,Conflicting classifications of pathogenicity,Wolfram syndrome 1|not provided,GRCh38,single nucleotide variant
WFS1,4,6301879,na,na,Pathogenic/Likely pathogenic,Wolfram syndrome 1|not provided|Wolfram syndrome 1;Cataract 41;Wolfram-like syndrome;Autosomal dominant nonsyndromic hearing loss 6;Type 2 diabetes mellitus,GRCh38,single nucleotide variant
WFS1,4,6301739,na,na,Pathogenic,Wolfram syndrome 1|not provided,GRCh38,single nucleotide variant
WFS1,4,6301306,na,na,Pathogenic/Likely pathogenic,Wolfram syndrome 1|Wolfram syndrome 1;Wolfram-like syndrome|not provided|Autosomal dominant nonsyndromic hearing loss 6;Wolfram syndrome 1;Cataract 41;Wolfram-like syndrome;Type 2 diabetes mellitus|WFS1-related disorder,GRCh38,single nucleotide variant
WFS1,4,6289132,na,na,Pathogenic,Wolfram syndrome 1|not provided,GRCh38,single nucleotide variant
WFS1,4,6291961,na,na,Pathogenic,Wolfram syndrome 1,GRCh38,single nucleotide variant
WFS1,4,6302250,na,na,Pathogenic,Wolfram syndrome 1,GRCh38,single nucleotide variant
WFS1,4,6301941,na,na,Pathogenic/Likely pathogenic,Autosomal dominant nonsyndromic hearing loss 6|not provided|Rare genetic deafness,GRCh38,single nucleotide variant
WFS1,4,6302281,na,na,Pathogenic/Likely pathogenic,Autosomal dominant nonsyndromic hearing loss 6|not provided|Inborn genetic diseases|Wolfram syndrome 1;Cataract 41;Wolfram-like syndrome;Autosomal dominant nonsyndromic hearing loss 6;Type 2 diabetes mellitus|Wolfram syndrome 1,GRCh38,single nucleotide variant
WFS1,4,6301891,na,na,Conflicting classifications of pathogenicity,Autosomal dominant nonsyndromic hearing loss 6|not specified|not provided,GRCh38,single nucleotide variant
WFS1,4,6302287,na,na,Conflicting classifications of pathogenicity,Autosomal dominant nonsyndromic hearing loss 6|not provided,GRCh38,single nucleotide variant
WFS1,4,6301696,na,na,Pathogenic,Autosomal dominant nonsyndromic hearing loss 6,GRCh38,single nucleotide variant
